id,field,old,new,confidence
1422,language,Hindi,English,medium
1423,author,Knapport Jan,Jan Knappert,high
1423,publisher,Harper Collins India,HarperCollins India,high
1424,title,Intelligence : Corporate Success And Vigilence,Intelligence: Corporate Success and Vigilance,medium
1424,author,Pathak D.C,D.C. Pathak,medium
1424,publisher,Manas Pubishing House Delhi,"Manas Publications, Delhi",medium
1425,title,Thank You Leeves,"Thank You, Jeeves",high
1425,author,Wordhouse P.G,P.G. Wodehouse,high
1425,publisher,Idnia Book House Bombay,"India Book House, Bombay",high
1425,language,Hindi,English,high
1426,title,Rani Of Jhansi Lakshmi Bai,"Rani of Jhansi, Lakshmi Bai",high
1426,author,Paul E Jaiwant,E. Jaiwant Paul,high
1426,publisher,Roli Books New Delhi,"Roli Books, New Delhi",high
1427,title,One Life Is Not Enough : An Autobiography,One Life Is Not Enough: An Autobiography,high
1427,author,Natwar Singh,K. Natwar Singh,high
1427,publisher,Rupa And Company,Rupa Publications,high
1428,title,Spicy Side Of Speeches Fun With English,Spicy Side of Speeches (Fun with English),medium
1428,author,Purohit Anil S.,Anil S. Purohit,medium
1428,publisher,Pustak Mahal Delhi,"Pustak Mahal, Delhi",medium
1428,language,Hindi,English,medium
1429,title,Kamadeva : The God Of Desire,Kamadeva: The God of Desire,high
1429,author,Chandramauli Anuja,Anuja Chandramouli,high
1429,publisher,Rupa And Company,Rupa Publications,high
1430,title,Indian Government And Politics,Indian Government and Politics,high
1430,author,Gupta D.C.,D.C. Gupta,high
1430,publisher,Vikas Pub.house,Vikas Publishing House,high
1431,title,Lajja : Same,Lajja: Shame,high
1432,title,Scarcity : Why Having Too Little Means So Much,Scarcity: Why Having Too Little Means So Much,high
1432,author,Mullainathan Sendhil,Sendhil Mullainathan and Eldar Shafir,high
1432,publisher,Allen Lane Penguin Books,Allen Lane (Penguin),high
1433,title,Legal Language/writing,Legal Language and Legal Writing,medium
1433,author,"Jain, r.l.",R.L. Jain,medium
1433,language,Hindi,English,medium
1434,language,Hindi,English,medium
1435,title,Nationalism And Colonialism In Modern India,Nationalism and Colonialism in Modern India,high
1435,author,Bipin Chandra,Bipan Chandra,high
1435,publisher,Orient Longmann India,Orient Longman,high
1436,title,Philosophies Of India,Philosophies of India,high
1436,author,"Zimmer, heinrch",Heinrich Zimmer,high
1436,publisher,Motilal Banarasidas New Delhi,"Motilal Banarsidass, New Delhi",high
1437,title,Great Stories Of Rabindranath Tagore,Great Stories of Rabindranath Tagore,high
1437,author,Manoj Publication,Rabindranath Tagore,high
1437,publisher,Manoj Publication Delhi,"Manoj Publications, Delhi",high
1438,title,The Sword Of Tipu Sultan,The Sword of Tipu Sultan,high
1438,author,"Gidwani, bhagwan.s",Bhagwan S. Gidwani,high
1438,publisher,Allied Pubs Bombay,"Allied Publishers, Bombay",high
1439,title,A Simple Of Desire,A Silence of Desire,high
1439,author,"Markandaya , Kamala",Kamala Markandaya,high
1439,publisher,Putnon Londan,"Putnam, London",high
1440,author,Maurier Daphne Du,Daphne du Maurier,high
1440,publisher,Doubledoy Co.usa,"Doubleday & Co., USA",high
1440,language,Hindi,English,high
1441,author,"Hosseini , Khalid",Khaled Hosseini,high
1441,publisher,Bloomsbury Books,Bloomsbury,high
1442,author,Cussler Clive,Clive Cussler,high
1442,publisher,Michal Joshph Penguin Books,Michael Joseph (Penguin),high
1443,author,Cussler Clive,Clive Cussler,high
1443,publisher,Michal Joshph Penguin Books,Michael Joseph (Penguin),high
1444,author,Cussler Clive,Clive Cussler,high
1444,publisher,Michal Joshph Penguin Books,Michael Joseph (Penguin),high
1445,author,Cussler Clive,Clive Cussler,high
1445,publisher,Harper Collins India,HarperCollins India,high
1446,author,Cussler Clive,Clive Cussler,high
1447,author,Aqatha Christie,Agatha Christie,high
1447,publisher,Harper Collins India,HarperCollins India,high
1448,title,Fine Plays,Five Plays,high
1448,author,Chekhor Anton,Anton Chekhov,high
1449,author,Hawkins R.E,R.E. Hawkins (ed.),high
1450,author,Podder Tanushree,Tanushree Podder,high
1450,publisher,India Ink,India Ink (Roli Books),high
1450,language,Hindi,English,high
1451,title,Great Expectation,Great Expectations,high
1451,author,Dickens Charles,Charles Dickens,high
1452,title,Fyodor Dostoyesvsky : The Brothers Karamazor,The Brothers Karamazov,high
1452,author,Penguin Books,Fyodor Dostoevsky,high
1453,author,Buck Pearl S,Pearl S. Buck,high
1453,publisher,Pocket Books New York,"Pocket Books, New York",high
1454,title,The Personal History Of David Copperfield,The Personal History of David Copperfield,high
1454,author,Dickens Charles,Charles Dickens,high
1455,author,Follett Ken,Ken Follett,high
1455,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
1456,title,A Column Of Fire,A Column of Fire,high
1456,author,Follett Ken,Ken Follett,high
1457,author,Shelden Sidney,Sidney Sheldon,high
1457,publisher,Harper Collins India,HarperCollins India,high
1458,author,Krikpatrick E.M.,E.M. Kirkpatrick (ed.),medium
1458,publisher,Applied Thamous New Delhi,"Allied Chambers, New Delhi",medium
1458,language,Hindi,English,medium
1459,title,Hollywood Husband,Hollywood Husbands,high
1459,author,Collins Jackie,Jackie Collins,high
1459,publisher,Rupa & CO.,Rupa & Co.,high
1460,title,Men At War: A Soldier Eye View Of The Most Important Battle In The History,Men at War: A Soldier's Eye View of the Most Important Battles in History,high
1460,author,Forscher William R,Bill Fawcett (ed.),high
1460,publisher,Berkley Books New York,"Berkley Books, New York",high
1461,title,The Campany Of Women,The Company of Women,high
1462,title,Tea & Me: A Memories Of Planning Life,Tea & Me: A Memoir of Planting Life,high
1462,author,Davider Esj,E.S.J. Davidar,high
1462,publisher,East West Book Chennai,"East West Books, Chennai",high
1463,title,Seawith,Seawitch,high
1463,author,Maclean Alistair,Alistair MacLean,high
1463,publisher,Fawcett Crist New York,"Fawcett Crest, New York",high
1463,language,Hindi,English,high
1464,title,My Way In The Highway,My Way Is the Highway,high
1464,author,Gulia Urvashi,Urvashi Gulia,high
1465,title,Himalayan Blunder : The Curtain Raiser To The Since - Indian War Of 1962,Himalayan Blunder: The Curtain-Raiser to the Sino-Indian War of 1962,high
1465,author,Dalvi J.P.,J.P. Dalvi,high
1465,publisher,Natraj Publication Dehradun,"Natraj Publishers, Dehradun",high
1466,title,Discovery Of India,The Discovery of India,high
1466,publisher,Siqnet Press Calcullta,"Signet Press, Calcutta",high
1467,author,Nahal Chaman,Chaman Nahal,high
1468,title,Alibaba,Alibaba: The House That Jack Ma Built,high
1468,author,Clark Duncan,Duncan Clark,high
1468,publisher,Harper Collins India,HarperCollins India,high
1469,title,Water : Asias New Bottleground,Water: Asia's New Battleground,high
1469,author,Chellaney Brahma,Brahma Chellaney,high
1469,publisher,Harper Collins India,HarperCollins India,high
1470,title,Where These In No Doctor,Where There Is No Doctor,high
1470,author,Werner David,David Werner,high
1470,publisher,Hespercam Foundaliaon Usa,"Hesperian Foundation, USA",high
1471,title,Journey Through Babudom & Netaland Govt.of India,Journey Through Babudom and Netaland: Governance in India,high
1471,author,Subramaniam T.S.R.,T.S.R. Subramanian,high
1471,publisher,Rupa & CO.,Rupa & Co.,high
1472,title,Glittering Decodes : New Delhi Love & War,Glittering Decades: New Delhi in Love and War,high
1472,author,Pothen Nayantara,Nayantara Pothen,high
1473,author,Belsky Scott,Scott Belsky,high
1474,title,Serious Man,Serious Men,high
1474,author,Joseph Manu,Manu Joseph,high
1474,publisher,Harper Collins India,HarperCollins India,high
1475,title,Mirza Galib,Mirza Ghalib,high
1475,author,Ram Malik,Malik Ram,high
1476,title,Panorma Ias General English,Panorama IAS General English,medium
1476,author,Khanna Brother Pubs,Khanna Brothers,medium
1476,publisher,Khanna Brother Pubs.chandigarh,"Khanna Brothers, Chandigarh",medium
1476,language,Hindi,English,medium
1477,title,Art Of Writing Judgement,Art of Writing Judgment,medium
1477,author,Gupta Rajesh,Rajesh Gupta,medium
1478,title,Law Of Specific Relief,Law of Specific Relief,medium
1478,author,Ahmad Aquil,Aquil Ahmad,medium
1479,title,Aapradhiki,Apradhiki,medium
1479,author,Sinha Badrinarayan,Badri Narayan Sinha,medium
1480,title,Before Memory Fades - An Autobiography,Before Memory Fades: An Autobiography,high
1480,author,Nariman Fali S,Fali S. Nariman,high
1480,language,Hindi,English,high
1482,title,The Gospel Of Sri Ramkrishna,The Gospel of Sri Ramakrishna,high
1482,author,Sri Ramkrishna Math,Mahendranath Gupta,high
1482,publisher,Sri Ramkrishna Math Madras,"Sri Ramakrishna Math, Madras",high
1483,title,Eknath Ji,Eknathji,medium
1483,author,Bhide Nivedita Raghunath,Nivedita Raghunath Bhide,medium
1483,publisher,Vivakanand Kendra Prakashan,Vivekananda Kendra Prakashan,medium
1484,title,The Corporate Peacock New Plumes For Public Relation,The Corporate Peacock: New Plumes for Public Relations,medium
1484,author,Bhimani Rita,Rita Bhimani,medium
1484,publisher,Rupa & CO.,Rupa & Co.,medium
1485,title,An Autobiography Or Story My Experiment With Truth,An Autobiography or The Story of My Experiments with Truth,high
1485,author,Gandhi M.K.,M.K. Gandhi,high
1485,publisher,Navjeevan Pub House Ahmedabad,"Navajivan Publishing House, Ahmedabad",high
1486,title,Arbitration & Alternative Dispute Resolution,Arbitration and Alternative Dispute Resolution,medium
1486,author,Paranjapay N.V,N.V. Paranjape,medium
1486,language,Hindi,English,medium
1487,author,Bagga Rakesh,Rakesh Bagga,medium
1487,publisher,The Law Book CO.,The Law Book Co.,medium
1487,language,Hindi,English,medium
1488,title,Jawaharlal Nehru & India's Foreign Policy,Jawaharlal Nehru and India's Foreign Policy,high
1488,author,Nasenko Yuri,Yuri Nasenko,high
1488,publisher,Sterling Pubs,Sterling Publishers,high
1488,language,Hindi,English,high
1490,title,Abc's Of Computer's,ABC's of Computers,high
1490,author,Lytel Allan,Allan Lytel,high
1490,publisher,D.b.taraporevala & Sons Bambay,"D.B. Taraporevala & Sons, Bombay",high
1491,title,The Noble Eight Fold Path,The Noble Eightfold Path,high
1491,author,Bodhi Bhikkhu,Bhikkhu Bodhi,high
1491,publisher,The Wheel Pubs Bhuddhist Pub.society,Buddhist Publication Society,high
1492,title,Sixth Steps To Precis,Sixty Steps to Précis,high
1492,author,Alexander L.G,L.G. Alexander,high
1492,publisher,Orint Longmann Delhi,"Orient Longman, Delhi",high
1493,title,Thomas Gray Selected Poems,Thomas Gray: Selected Poems,medium
1493,author,Varshney R.L.,R.L. Varshney (ed.),medium
1493,publisher,Sahitya Bhandar Meerut,"Sahitya Bhandar, Meerut",medium
1493,language,Hindi,English,medium
1494,title,The Adventures Of Titin : Two Broken Ear,The Adventures of Tintin: The Broken Ear,high
1494,author,Little Brown And Company,Hergé,high
1494,publisher,Little Brown And Company,"Little, Brown and Company",high
1495,title,Bhartiya Phalit Jyotish,Bharatiya Phalit Jyotish,medium
1495,author,"Dixit, rajesh",Rajesh Dixit,medium
1496,title,Manav Vikas Me Sadguru Ki Bhppmika,Manav Vikas Mein Sadguru Ki Bhumika,medium
1496,author,"Rajgpaplachari, p.",P. Rajagopalachari,medium
1497,title,Shri Hanuman Chalisa Bhasya,Shri Hanuman Chalisa Bhashya,medium
1497,author,Indrabhushan Goswami(editor),Indrabhushan Goswami (ed.),medium
1497,publisher,"Manas Mandir, vrindawan","Manas Mandir, Vrindavan",medium
1498,title,Kahani Maha Visheshank,Kahani Mahavisheshank,medium
1498,author,"Rai, vibhuti Narayan",Vibhuti Narayan Rai (ed.),medium
1499,author,Sivani,Shivani,high
1499,language,English,Hindi,high
1500,author,Jai Shanker Prasad,Jaishankar Prasad,high
1500,publisher,Bharitya Granth Niketan,Bharatiya Granth Niketan,high
1502,author,"Bharti, dharmveer",Dharamvir Bharati,high
1502,publisher,Bhartiye Gyan Peeth Delhi,"Bharatiya Jnanpith, Delhi",high
1504,title,U.p.avkash Niyam Sangrah,U.P. Avkash Niyam Sangrah,medium
1504,author,"Rai, o.p.singh(sampadak)",O.P. Singh Rai (ed.),medium
1504,publisher,Pustak Sadan Prakashan Allahabad,"Pustak Sadan Prakashan, Allahabad",medium
1505,title,English For Proficiency,English for Proficiency,medium
1505,author,"Spancev, d.h.",D.H. Spencer,medium
1506,title,Family Planinng :the Religion Factor,Family Planning: The Religion Factor,medium
1506,author,"Siddh, kaushal K",Kaushal K. Siddh,medium
1506,publisher,Abhinav Pub.new Delhi,"Abhinav Publications, New Delhi",medium
1507,title,The Secret (rahasya),Rahasya (The Secret),high
1507,author,Byrne Rhonda,Rhonda Byrne,high
1507,publisher,Manjul Publication Bhopal,"Manjul Publishing House, Bhopal",high
1507,language,English,Hindi,high
1508,title,The Ring O Bells Mystry And Reebadub Mystry,The Ring O' Bells Mystery and The Rubadub Mystery,high
1508,author,"Blyton, enid",Enid Blyton,high
1508,publisher,William Collins Armada,Armada (William Collins),high
1509,title,Nancy Drew : 109 Love Noles,Nancy Drew Files 109: Love Notes,high
1509,author,"Keene, carolyn",Carolyn Keene,high
1509,publisher,Pocket Books New York,"Pocket Books, New York",high
1510,title,Chambers First Learners Dictionary,Chambers First Learners' Dictionary,medium
1510,author,"Brown , Amy L.",Amy L. Brown,medium
1510,publisher,The Student Store Delhi,"The Students' Store, Delhi",medium
1511,title,Romeo And Juliet,Romeo and Juliet,high
1511,author,Shakespeare William,William Shakespeare,high
1511,publisher,Mcmillan Landon,"Macmillan, London",high
1512,title,Introduction To Constitution Of India,Introduction to the Constitution of India,high
1512,author,"Sharma, brij Kishore",Brij Kishore Sharma,high
1512,publisher,Prentice Hall Inc,Prentice-Hall of India,high
1513,title,The Lords Of The Rings,The Lord of the Rings,high
1513,author,"Tolkien, j.r.r.",J.R.R. Tolkien,high
1513,publisher,Harper Collins India,HarperCollins India,high
1514,author,"Dumas, alexandre",Alexandre Dumas,high
1514,publisher,Wordsworth Edition,Wordsworth Editions,high
1515,title,Treasure Of Khan,Treasure of Khan,high
1515,author,Cussler Clive,Clive Cussler,high
1516,author,Don Brown,Dan Brown,high
1516,publisher,Bantam Books Londan,"Bantam Books, London",high
1517,title,Tees Of The D'urbervilles 4 Pune Women,Tess of the d'Urbervilles: A Pure Woman,high
1517,author,Hardy Thomas,Thomas Hardy,high
1517,publisher,Wordworth,Wordsworth Editions,high
1518,title,Jackdows,Jackdaws,high
1518,author,Follett Ken,Ken Follett,high
1518,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
1519,title,A Prisoners Of Birth,A Prisoner of Birth,high
1519,author,Follett Ken,Jeffrey Archer,high
1520,title,The Perabe,The Pirate,high
1520,author,"Robbins, harold",Harold Robbins,high
1520,publisher,Ibh Pubs Co.bombay,"IBH Publishing Co., Bombay",high
1522,author,Walker Lucy,Lucy Walker,medium
1522,publisher,Fontane Books,Fontana Books,medium
1523,author,Shah Neeta,Neeta Shah,medium
1523,publisher,Rupa & CO.,Rupa & Co.,medium
1524,author,Artrac Publication,ARTRAC,medium
1524,publisher,Army Trainning Commando Scheme,Army Training Command (ARTRAC),medium
1524,language,Hindi,English,medium
1525,title,Isis : The State Of Terror,ISIS: The State of Terror,high
1525,author,Stern Jessica,Jessica Stern and J.M. Berger,high
1525,publisher,Harper Collins India,HarperCollins India,high
1526,title,The Idea Of Justice,The Idea of Justice,high
1526,author,Sen Amartya,Amartya Sen,high
1527,title,Manusript Found In Accra,Manuscript Found in Accra,high
1527,author,Coelho Panto,Paulo Coelho,high
1527,publisher,Harper Collins India,HarperCollins India,high
1528,title,My Struggle In Life,My Struggle in Life,high
1528,author,Pawar Iswardas,Ishwar Das Pawar,high
1528,publisher,Ishwardas Pawar Chandigarh,"Ishwar Das Pawar, Chandigarh",high
1529,title,Saat Ghooghat Wala Chehra,Saat Ghoonghat Wala Mukhda,high
1529,author,"Nagar, amrit Lal",Amritlal Nagar,high
1529,publisher,Rajpal And Sons,Rajpal & Sons,high
1530,title,Sharat Samagra -2 Khand,Sharat Samagra Vol. 2,high
1530,author,"Mukharjee, vishwanath",Sharatchandra Chattopadhyay,high
1531,title,Puru Aur Sinkander,Puru Aur Sikandar,medium
1531,author,"Dixit, rajesh",Rajesh Dixit,medium
1533,title,Shahernama-faizabad,Shahernama Faizabad,medium
1533,author,"Mishra , Yatindra (sampadak)",Yatindra Mishra (ed.),medium
1533,publisher,Vaani Prakashan Delhi,"Vani Prakashan, Delhi",medium
1534,title,Bhaktraj Dhroov,Bhaktaraj Dhruva,medium
1534,author,Diwedi Shantnu Bihari,Shantanu Bihari Dwivedi,medium
1534,publisher,Geeta Press,"Gita Press, Gorakhpur",medium
1535,publisher,Hamlyn Londan,"Hamlyn, London",medium
1536,title,Look Out Secrect Seven,"Look Out, Secret Seven",high
1536,author,"Blyton, enid",Enid Blyton,high
1536,publisher,Hoddar R. Stoughtan G.britain,Hodder & Stoughton,high
1536,language,Hindi,English,high
1537,title,Lucknow : Fine Of Grace,Lucknow: Fire of Grace,high
1537,author,"Mishra, amaresh",Amaresh Misra,high
1537,publisher,Harper Collins India,HarperCollins India,high
1537,pub_year,1988,1998,high
1538,title,The Boy In The Striped Pyjamas,The Boy in the Striped Pyjamas,high
1538,author,Boyne John,John Boyne,high
1538,publisher,Random House Landon,"Random House, London",high
1539,title,Oh Shit Not Again,"Oh Shit, Not Again!",medium
1539,author,Kokate Mander,Mandar Kokate,medium
1539,publisher,Expression Pubs Pune India,"Expression Publications, Pune",medium
1539,language,Hindi,English,medium
1540,title,Banking Law & Practice,Banking Law and Practice,medium
1540,author,"Kumar, n.",N. Kumar,medium
1540,publisher,Anmol Pubs,Anmol Publications,medium
1540,language,Hindi,English,medium
1541,title,Beyond Voilence,Beyond Violence,high
1541,author,"Krishnamurti, j.",J. Krishnamurti,high
1541,publisher,Bi Pubs Bombay,"B.I. Publications, Bombay",high
1541,language,Hindi,English,high
1542,title,Churning The Earth,Churning the Earth: The Making of Global India,high
1542,author,Srivastava Aseem,Aseem Shrivastava,high
1543,title,A Bureaucrat's Dairy,A Bureaucrat's Diary,medium
1543,publisher,Vikash Pub House Lbs Massories,Vikas Publishing House,medium
1543,language,Hindi,English,medium
1544,title,Execution : The Discipline Of Getting Thing Done,Execution: The Discipline of Getting Things Done,high
1544,author,Bossidy Larry,Larry Bossidy,high
1545,title,The Devine Senitor,The Divine Servitor,high
1545,author,Srichaitanya Sarawasti Math,Bhakti Sundar Govinda Dev-Goswami Maharaj,high
1545,publisher,Srichaitanya Sarawasti Math,Sri Chaitanya Saraswat Math,high
1546,title,Ram Charit Manas Aur Adhunik Jeevan Ki Samasyaein,Ramcharitmanas Aur Adhunik Jeevan Ki Samasyaen,medium
1546,author,"Bhardwaj, bhagwan Saran",Bhagwan Saran Bhardwaj,medium
1547,title,Krishna Ki Oar,Krishna Ki Or,high
1547,author,Swami Prabhupaad,A.C. Bhaktivedanta Swami Prabhupada,high
1547,publisher,Bhakti Vedant Book Trust,Bhaktivedanta Book Trust,high
1548,author,"Chatopadhyay, sharat Chandra",Sharatchandra Chattopadhyay,high
1551,title,Rani Laskshmibai,Rani Lakshmibai,medium
1551,author,Verma Vrindalal,Vrindavan Lal Verma,medium
1552,title,Ujhda Ghar / Do Badan,Ujda Ghar / Do Badan,medium
1552,author,Ravindra Nath Thakur,Rabindranath Tagore,medium
1552,publisher,Hind Pocket Delhi,"Hind Pocket Books, Delhi",medium
1553,title,Ranasanga,Rana Sanga,medium
1553,publisher,Rohan Book Company Delhi,"Rohan Book Company, Delhi",medium
1554,title,Dwarika Prasad Mashewari Rachnawali,Dwarika Prasad Maheshwari Rachnawali,high
1554,author,Om Nishchal(sampadak),Om Nishchal (Ed.),high
1554,publisher,Jwala Prasad Vidhya Sagar Allahabad,"Jwala Prasad Vidya Sagar, Allahabad",high
1555,author,"Gautam, vedprakash Sampadak",Vedprakash Gautam (Ed.),medium
1555,publisher,Inter University Press Delhi,"Inter University Press, Delhi",medium
1556,title,Swami Viveknand Aur Unka Sandesh,Swami Vivekananda Aur Unka Sandesh,high
1556,author,Ramkrishna Mission Institute,Ramakrishna Mission Institute of Culture,high
1556,publisher,Ramkrishna Mission Institute Kolkata,"Ramakrishna Mission Institute of Culture, Kolkata",high
1557,title,Yah Banarus Hai,Yah Banaras Hai,medium
1557,author,"Mukherjee, vishwanath",Vishwanath Mukherjee,medium
1557,publisher,Vishwavidhyala Prakashan Varanasi,"Vishwavidyalaya Prakashan, Varanasi",medium
1558,title,Varansai Vaibhav,Varanasi Vaibhav,high
1558,author,"Sukul, kubernath",Kubernath Sukul,high
1559,title,Guru Aur Maata Pita Ke Bhakt Balak,Guru Aur Mata-Pita Ke Bhakt Balak,medium
1559,author,Geeta Press,Gita Press,medium
1559,publisher,Geeta Press,"Gita Press, Gorakhpur",medium
1560,title,Pratinidhi Kahaniyaan,Pratinidhi Kahaniyan,high
1560,author,Fadishwernath Renu,Phanishwar Nath Renu,high
1560,publisher,Kitabghar Prakashan Delhi,"Kitabghar Prakashan, Delhi",high
1561,author,"Seth, vikram",Vikram Seth,high
1561,publisher,Viking Penguing,Viking Penguin,high
1562,title,Civil Society And Democracy,Civil Society and Democracy: A Reader,high
1562,author,Elliott C.N.,Carolyn M. Elliott (Ed.),high
1563,author,"Seth, vikram",Vikram Seth,high
1563,publisher,Viking Penguing,Viking Penguin,high
1564,author,"Hayes, carlton J.H.",Carlton J.H. Hayes,high
1564,publisher,Surjeet Publication Delhi,"Surjeet Publications, Delhi",high
1564,language,Hindi,English,high
1565,title,Lollipop Stecal : Why India Well Servive Its Politicians,Lollipop Street: Why India Will Survive Its Politicians,high
1565,publisher,Viking Penguing,Viking Penguin,high
1566,title,Three Mystry Of The Whispering Mummy,The Three Investigators: The Mystery of the Whispering Mummy,high
1566,author,Hitchock Alfred,Robert Arthur,high
1566,publisher,William Collins Armada,Collins Armada,high
1567,title,The Hardy Boys: 171 Test Case,The Hardy Boys #171: The Test Case,high
1567,author,"Dixon, franklin W",Franklin W. Dixon,high
1567,publisher,Aladin Paperback New York,"Aladdin Paperbacks, New York",high
1568,title,The Art Of War -sun Tzu,The Art of War,high
1568,author,Tzu Sun,Sun Tzu,high
1568,publisher,Rupa And Company,Rupa & Co.,high
1569,title,Agatha Christie : An Autobiography,Agatha Christie: An Autobiography,high
1569,author,Harper Collins,Agatha Christie,high
1569,publisher,Harper Collins India,HarperCollins India,high
1570,title,Quakes And Flames - Ruskin Bond,Quakes and Flames,high
1570,author,National Book Trust,Ruskin Bond,high
1571,title,The History Of The Decline And Fall Of The Roman Empire,The History of the Decline and Fall of the Roman Empire,high
1571,author,Gibban Edward,Edward Gibbon,high
1571,publisher,Wordworth,Wordsworth Editions,high
1572,author,Swift Jonathan,Jonathan Swift,high
1573,title,H. B. For Criminal & Revenue Courts,Handbook for Criminal & Revenue Courts,medium
1573,author,Govt. Of U.P.,Government of U.P.,medium
1573,publisher,Govt. Of U.P.,Government of U.P.,medium
1574,author,"Smith, wilber",Wilbur Smith,high
1575,title,Not A Nice Men To Know,Not a Nice Man to Know: The Best of Khushwant Singh,high
1576,author,Cussler Clive,Clive Cussler,high
1577,author,"Woolf , Virginia",Virginia Woolf,high
1579,title,For From The Medding Crowd,Far from the Madding Crowd,high
1579,author,Hardy Thomas,Thomas Hardy,high
1579,publisher,Mcmillan Landon,"Macmillan, London",high
1580,title,Hungry Stones And Other Stories,The Hungry Stones and Other Stories,high
1580,author,Tagore Rabindranath,Rabindranath Tagore,high
1580,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
1581,author,Hay Louise L.,Louise L. Hay,high
1582,author,Collins Jackie,Jackie Collins,high
1583,title,India 2020 : A Vision For The New Millennium,India 2020: A Vision for the New Millennium,high
1583,author,Abdul Kalam A.P.J.,A.P.J. Abdul Kalam,high
1584,title,Sumthing Of A Mock Tale At Jnu Where Kurta Fell In Love With Jeans,Sumthing of a Mocktale: At JNU Where Kurta Fell in Love with Jeans,high
1584,author,Das Soma,Soma Das,high
1584,publisher,Srithi Pub New Delhi,"Srishti Publishers, New Delhi",high
1585,title,Portrait Of A Serial Killer,Portrait of a Serial Killer: Uncollected Writings,high
1585,publisher,Aleph Book New Delhi,"Aleph Book Company, New Delhi",high
1586,title,Baal Hindi Shabd Kosh Ratnakar (hindi To Hindi Dictionary),Bal Hindi Shabd Kosh Ratnakar,medium
1586,author,Mishr Kamlapati (samp),Kamlapati Mishra (Ed.),medium
1586,publisher,Vidhya Bhawan Lucknow,"Vidya Bhawan, Lucknow",medium
1587,author,Palkhivala N.A.,Nani A. Palkhivala,high
1587,publisher,Bhartiya Vidhya Bhawan,Bharatiya Vidya Bhavan,high
1587,language,Hindi,English,high
1588,title,Why Nation Fail,Why Nations Fail,high
1588,author,Acemogli Daron,Daron Acemoglu,high
1589,author,Johari J.C.,J.C. Johari,high
1589,publisher,Sterling Pubs,Sterling Publishers,high
1589,language,Hindi,English,high
1590,title,Arab - Israeli Relation,Arab-Israeli Relations,medium
1590,author,Gupta Bharal Bhushan,Bharat Bhushan Gupta,medium
1590,publisher,Asheesh Pubs House New Delhi,"Asheesh Publishing House, New Delhi",medium
1591,title,Indo.us Relation,Indo-US Relations,medium
1591,author,Chaturshreni Ved Vati,Ved Vati Chaturshreni,medium
1591,publisher,National Pubs House New Delhi,"National Publishing House, New Delhi",medium
1592,title,Manas Sindhu Sar Kaikey Rahasya,Manas Sindhu Sar: Kaikeyi Rahasya,medium
1592,publisher,"Vimla Maa Prakashan, prayag","Vimla Maa Prakashan, Prayag",medium
1593,title,Sharat Samagra -4 Khand,Sharat Samagra (4 Khand),high
1593,author,"Mukharjee, vishwanath",Sharatchandra Chattopadhyay,high
1594,title,Sampurna Kahaniyaan,Sampurna Kahaniyan,high
1594,author,Verma Bhagwaticharan,Bhagwati Charan Verma,high
1594,publisher,Rajkamal,Rajkamal Prakashan,high
1595,title,Kavya Sanklan-pandit Ramnaresh Tripathi,Kavya Sankalan: Pandit Ramnaresh Tripathi,medium
1595,author,Tripathi Anandkumar Sampadak,Anand Kumar Tripathi (Ed.),medium
1595,publisher,Hindi Mandir Sultanpur,"Hindi Mandir, Sultanpur",medium
1596,title,Antrang Smarano Mein Jaishanker Prasad,Antarang Smaranon Mein Jaishankar Prasad,medium
1596,author,"Modi, purshottamdas",Purushottamdas Modi,medium
1596,publisher,Vishwavidhyala Prakashan Varanasi,"Vishwavidyalaya Prakashan, Varanasi",medium
1597,title,Premchand Ki Servoshreth Kahaniya,Premchand Ki Sarvashreshtha Kahaniyan,high
1597,author,"Singh, rajendra Pratap(sampadak)",Rajendra Pratap Singh (Ed.),high
1597,publisher,Pustak Path Delhi,"Pustak Path, Delhi",high
1598,title,U.p.rajasva Sahita 2006 Sanshodhit -2015,U.P. Rajaswa Sanhita 2006 (Sanshodhit 2015),high
1598,author,U.p.rajasva Parishad,U.P. Rajaswa Parishad,high
1598,publisher,U.p.rajasva Parishad,U.P. Rajaswa Parishad,high
1599,title,A Princess Remembers : The Movement Of The Maharani Of Jhansi,A Princess Remembers: The Memoirs of the Maharani of Jaipur,high
1599,author,Rupa And Company,Gayatri Devi,high
1599,publisher,Rupa Publication New Delhi,"Rupa Publications, New Delhi",high
1600,title,Planning For Conservation : Looking At Area,Planning for Conservation: Looking at Agra,high
1600,author,Mehrotra Rahul ED.,Rahul Mehrotra,high
1600,publisher,World Monument Fund,World Monuments Fund,high
1601,title,Colornotes : Great Expection Notes,Colour Notes: Great Expectations,medium
1601,author,Rama Brother,Rama Brothers,medium
1601,publisher,Rama Brothersdelhi,"Rama Brothers, Delhi",medium
1602,title,Murder Of The Orient Express,Murder on the Orient Express,high
1602,publisher,Harper Collins India,HarperCollins India,high
1603,author,Hugo's Language Intstitues,Hugo's Language Institute,high
1603,publisher,Hugo Language Inst.landon,"Hugo's Language Institute, London",high
1603,language,Hindi,English,high
